Category,Message Code,Severity,Message Text,Message Description,Local Target Format,Remote Target Format
Internal Operations Diagnostics,34126,WARN,Remote syslog target is unavailable,Remote syslog target is unavailable,"<timestamp> <seq_num> 34126 WARN System-Management: Remote syslog target is unavailable, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34126
                                 WARN System-Management: Remote syslog target is unavailable, <log details>"
Internal Operations Diagnostics,34127,WARN,Remote syslog target connection resume,Remote syslog target connection resume,"<timestamp> <seq_num> 34127 WARN System-Management: Remote syslog target connection resume, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34127
                                 WARN System-Management: Remote syslog target connection resume, <log details>"
Internal Operations Diagnostics,34127,WARN,Remote syslog target connection resume,Remote syslog target connection resume,"<timestamp> <seq_num> 34127 WARN System-Management: Remote syslog target connection resume, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34127
                                 WARN System-Management: Remote syslog target connection resume, <log details>"
Internal Operations Diagnostics,34128,DEBUG,Remote syslog target buffer is cleared,Remote syslog target buffer is cleared due to configuration change,"<timestamp> <seq_num> 34128 DEBUG System-Management: Remote syslog target buffer is cleared, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34128
                                 DEBUG System-Management: Remote syslog target buffer is cleared, <log details>"
Internal Operations Diagnostics,34128,DEBUG,Remote syslog target buffer is cleared,Remote syslog target buffer is cleared due to configuration change,"<timestamp> <seq_num> 34128 DEBUG System-Management: Remote syslog target buffer is cleared, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34128
                                 DEBUG System-Management: Remote syslog target buffer is cleared, <log details>"
Internal Operations Diagnostics,34129,WARN,Could not initialize syslog client certificate,Could not initialize syslog client certificate because of configuration problem,"<timestamp> <seq_num> 34129 WARN System-Management: Could not initialize syslog client certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34129
                                 WARN System-Management: Could not initialize syslog client certificate, <log details>"
Internal Operations Diagnostics,34129,WARN,Could not initialize syslog client certificate,Could not initialize syslog client certificate because of configuration problem,"<timestamp> <seq_num> 34129 WARN System-Management: Could not initialize syslog client certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34129
                                 WARN System-Management: Could not initialize syslog client certificate, <log details>"
Internal Operations Diagnostics,34130,WARN,CTL for syslog server certificate is empty,CTL for syslog server certificate is empty. No syslog server will be accepted,"<timestamp> <seq_num> 34130 WARN System-Management: CTL for syslog server certificate is empty, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34130
                                 WARN System-Management: CTL for syslog server certificate is empty, <log details>"
Internal Operations Diagnostics,34130,WARN,CTL for syslog server certificate is empty,CTL for syslog server certificate is empty. No syslog server will be accepted,"<timestamp> <seq_num> 34130 WARN System-Management: CTL for syslog server certificate is empty, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34130
                                 WARN System-Management: CTL for syslog server certificate is empty, <log details>"
Internal Operations Diagnostics,34131,WARN,Could not initialize the complete syslog client certificate chain,Could not initialize the complete syslog client certificate chain because of a configuration problem,"<timestamp> <seq_num> 34131 WARN System-Management: Could not initialize the complete syslog client certificate chain, <log
                                 details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34131
                                 WARN System-Management: Could not initialize the complete syslog client certificate chain, <log details>"
Internal Operations Diagnostics,34131,WARN,Could not initialize the complete syslog client certificate chain,Could not initialize the complete syslog client certificate chain because of a configuration problem,"<timestamp> <seq_num> 34131 WARN System-Management: Could not initialize the complete syslog client certificate chain, <log
                                 details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34131
                                 WARN System-Management: Could not initialize the complete syslog client certificate chain, <log details>"
Internal Operations Diagnostics,34132,INFO,TLS handshake with syslog server succeeded,TLS handshake with syslog server succeeded,"<timestamp> <seq_num> 34132 INFO System-Management: TLS handshake with syslog server succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34132
                                 INFO System-Management: TLS handshake with syslog server succeeded, <log details>"
Internal Operations Diagnostics,34132,INFO,TLS handshake with syslog server succeeded,TLS handshake with syslog server succeeded,"<timestamp> <seq_num> 34132 INFO System-Management: TLS handshake with syslog server succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34132
                                 INFO System-Management: TLS handshake with syslog server succeeded, <log details>"
Internal Operations Diagnostics,34133,WARN,TLS handshake with syslog server failed,TLS handshake with syslog server failed,"<timestamp> <seq_num> 34133 WARN System-Management: TLS handshake with syslog server failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34133
                                 WARN System-Management: TLS handshake with syslog server failed, <log details>"
Internal Operations Diagnostics,34133,WARN,TLS handshake with syslog server failed,TLS handshake with syslog server failed,"<timestamp> <seq_num> 34133 WARN System-Management: TLS handshake with syslog server failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34133
                                 WARN System-Management: TLS handshake with syslog server failed, <log details>"
Internal Operations Diagnostics,34134,WARN,Could not initialize CTL for syslog server certificate verification,Could not initialize CTL for syslog server certificate verification,"<timestamp> <seq_num> 34134 WARN System-Management: Could not initialize CTL for syslog server certificate verification, <log
                                 details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34134
                                 WARN System-Management: Could not initialize CTL for syslog server certificate verification, <log details>"
Internal Operations Diagnostics,34134,WARN,Could not initialize CTL for syslog server certificate verification,Could not initialize CTL for syslog server certificate verification,"<timestamp> <seq_num> 34134 WARN System-Management: Could not initialize CTL for syslog server certificate verification, <log
                                 details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34134
                                 WARN System-Management: Could not initialize CTL for syslog server certificate verification, <log details>"
Internal Operations Diagnostics,34135,WARN,Syslog server is slow or down. Buffered syslog messages are being deleted.,"Syslog sever is slow, down or unable to read syslog messages. Buffered syslog messages are being deleted. This may be due
                                 to server, network or load balancer issues.","<timestamp> <seq_num> 34135 WARN System-Management: Syslog server is slow or down. Buffered syslog messages are being deleted.,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34135
                                 WARN System-Management: Syslog server is slow or down. Buffered syslog messages are being deleted., <log details>"
Internal Operations Diagnostics,34135,WARN,Syslog server is slow or down. Buffered syslog messages are being deleted.,"Syslog sever is slow, down or unable to read syslog messages. Buffered syslog messages are being deleted. This may be due
                                 to server, network or load balancer issues.","<timestamp> <seq_num> 34135 WARN System-Management: Syslog server is slow or down. Buffered syslog messages are being deleted.,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34135
                                 WARN System-Management: Syslog server is slow or down. Buffered syslog messages are being deleted., <log details>"
Internal Operations Diagnostics,34137,WARN,Secure syslog server rejected ISE syslog client certificate,Secure syslog server rejected ISE syslog client certificate,"<timestamp> <seq_num> 34137 WARN System-Management: Secure syslog server rejected ISE syslog client certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34137
                                 WARN System-Management: Secure syslog server rejected ISE syslog client certificate, <log details>"
Internal Operations Diagnostics,34137,WARN,Secure syslog server rejected ISE syslog client certificate,Secure syslog server rejected ISE syslog client certificate,"<timestamp> <seq_num> 34137 WARN System-Management: Secure syslog server rejected ISE syslog client certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34137
                                 WARN System-Management: Secure syslog server rejected ISE syslog client certificate, <log details>"
Internal Operations Diagnostics,34138,WARN,ISE failed secure syslog connection because of unsupported certificate in syslog server certificate chain,ISE failed secure syslog connection because of unsupported certificate in syslog server certificate chain,"<timestamp> <seq_num> 34138 WARN System-Management: ISE failed secure syslog connection because of unsupported certificate
                                 in syslog server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34138
                                 WARN System-Management: ISE failed secure syslog connection because of unsupported certificate in syslog server certificate
                                 chain, <log details>"
Internal Operations Diagnostics,34138,WARN,ISE failed secure syslog connection because of unsupported certificate in syslog server certificate chain,ISE failed secure syslog connection because of unsupported certificate in syslog server certificate chain,"<timestamp> <seq_num> 34138 WARN System-Management: ISE failed secure syslog connection because of unsupported certificate
                                 in syslog server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34138
                                 WARN System-Management: ISE failed secure syslog connection because of unsupported certificate in syslog server certificate
                                 chain, <log details>"
Internal Operations Diagnostics,34139,WARN,ISE failed secure syslog connection because it was unable to download CRL for the CA that signed syslog server certificate,ISE failed secure syslog connection because it was unable to download CRL for the CA that signed syslog server certificate,"<timestamp> <seq_num> 34139 WARN System-Management: ISE failed secure syslog connection because it was unable to download
                                 CRL for the CA that signed syslog server certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34139
                                 WARN System-Management: ISE failed secure syslog connection because it was unable to download CRL for the CA that signed syslog
                                 server certificate, <log details>"
Internal Operations Diagnostics,34139,WARN,ISE failed secure syslog connection because it was unable to download CRL for the CA that signed syslog server certificate,ISE failed secure syslog connection because it was unable to download CRL for the CA that signed syslog server certificate,"<timestamp> <seq_num> 34139 WARN System-Management: ISE failed secure syslog connection because it was unable to download
                                 CRL for the CA that signed syslog server certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34139
                                 WARN System-Management: ISE failed secure syslog connection because it was unable to download CRL for the CA that signed syslog
                                 server certificate, <log details>"
Internal Operations Diagnostics,34140,WARN,ISE failed secure syslog connection because of unknown certificate in syslog server certificate chain,ISE failed secure syslog connection because of unknown certificate in syslog server certificate chain,"<timestamp> <seq_num> 34140 WARN System-Management: ISE failed secure syslog connection because of unknown certificate in
                                 syslog server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34140
                                 WARN System-Management: ISE failed secure syslog connection because of unknown certificate in syslog server certificate chain,
                                 <log details>"
Internal Operations Diagnostics,34140,WARN,ISE failed secure syslog connection because of unknown certificate in syslog server certificate chain,ISE failed secure syslog connection because of unknown certificate in syslog server certificate chain,"<timestamp> <seq_num> 34140 WARN System-Management: ISE failed secure syslog connection because of unknown certificate in
                                 syslog server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34140
                                 WARN System-Management: ISE failed secure syslog connection because of unknown certificate in syslog server certificate chain,
                                 <log details>"
Internal Operations Diagnostics,34141,WARN,ISE failed secure syslog connection because of expired certificate in syslog server certificate chain,ISE failed secure syslog connection because of expired certificate in syslog server certificate chain,"<timestamp> <seq_num> 34141 WARN System-Management: ISE failed secure syslog connection because of expired certificate in
                                 syslog server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34141
                                 WARN System-Management: ISE failed secure syslog connection because of expired certificate in syslog server certificate chain,
                                 <log details>"
Internal Operations Diagnostics,34141,WARN,ISE failed secure syslog connection because of expired certificate in syslog server certificate chain,ISE failed secure syslog connection because of expired certificate in syslog server certificate chain,"<timestamp> <seq_num> 34141 WARN System-Management: ISE failed secure syslog connection because of expired certificate in
                                 syslog server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34141
                                 WARN System-Management: ISE failed secure syslog connection because of expired certificate in syslog server certificate chain,
                                 <log details>"
Internal Operations Diagnostics,34142,WARN,ISE failed secure syslog connection because of expired CRL for the CA that signed syslog server certificate,ISE failed secure syslog connection because of expired CRL for the CA that signed syslog server certificate,"<timestamp> <seq_num> 34142 WARN System-Management: ISE failed secure syslog connection because of expired CRL for the CA
                                 that signed syslog server certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34142
                                 WARN System-Management: ISE failed secure syslog connection because of expired CRL for the CA that signed syslog server certificate,
                                 <log details>"
Internal Operations Diagnostics,34142,WARN,ISE failed secure syslog connection because of expired CRL for the CA that signed syslog server certificate,ISE failed secure syslog connection because of expired CRL for the CA that signed syslog server certificate,"<timestamp> <seq_num> 34142 WARN System-Management: ISE failed secure syslog connection because of expired CRL for the CA
                                 that signed syslog server certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34142
                                 WARN System-Management: ISE failed secure syslog connection because of expired CRL for the CA that signed syslog server certificate,
                                 <log details>"
Internal Operations Diagnostics,34143,WARN,ISE failed secure syslog connection because of revoked certificate in syslog server certificate chain,ISE failed secure syslog connection because of revoked certificate in syslog server certificate chain,"<timestamp> <seq_num> 34143 WARN System-Management: ISE failed secure syslog connection because of revoked certificate in
                                 syslog server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34143
                                 WARN System-Management: ISE failed secure syslog connection because of revoked certificate in syslog server certificate chain,
                                 <log details>"
Internal Operations Diagnostics,34143,WARN,ISE failed secure syslog connection because of revoked certificate in syslog server certificate chain,ISE failed secure syslog connection because of revoked certificate in syslog server certificate chain,"<timestamp> <seq_num> 34143 WARN System-Management: ISE failed secure syslog connection because of revoked certificate in
                                 syslog server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34143
                                 WARN System-Management: ISE failed secure syslog connection because of revoked certificate in syslog server certificate chain,
                                 <log details>"
Internal Operations Diagnostics,34144,WARN,ISE failed secure syslog connection because of bad certificate in syslog server certificate chain,ISE failed secure syslog connection because of bad certificate in syslog server certificate chain,"<timestamp> <seq_num> 34144 WARN System-Management: ISE failed secure syslog connection because of bad certificate in syslog
                                 server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34144
                                 WARN System-Management: ISE failed secure syslog connection because of bad certificate in syslog server certificate chain,
                                 <log details>"
Internal Operations Diagnostics,34144,WARN,ISE failed secure syslog connection because of bad certificate in syslog server certificate chain,ISE failed secure syslog connection because of bad certificate in syslog server certificate chain,"<timestamp> <seq_num> 34144 WARN System-Management: ISE failed secure syslog connection because of bad certificate in syslog
                                 server certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34144
                                 WARN System-Management: ISE failed secure syslog connection because of bad certificate in syslog server certificate chain,
                                 <log details>"
Internal Operations Diagnostics,34145,WARN,Secure syslog connection reconnect due to OCSP found revoked certificate,OCSP check result is that the certificate used for syslog connection is revoke,"<timestamp> <seq_num> 34145 WARN System-Management: Secure syslog connection reconnect due to OCSP found revoked certificate,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34145
                                 WARN System-Management: Secure syslog connection reconnect due to OCSP found revoked certificate, <log details>"
Internal Operations Diagnostics,34145,WARN,Secure syslog connection reconnect due to OCSP found revoked certificate,OCSP check result is that the certificate used for syslog connection is revoke,"<timestamp> <seq_num> 34145 WARN System-Management: Secure syslog connection reconnect due to OCSP found revoked certificate,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34145
                                 WARN System-Management: Secure syslog connection reconnect due to OCSP found revoked certificate, <log details>"
Internal Operations Diagnostics,34146,WARN,Secure syslog connection reconnect due to CRL found revoked certificate,CRL check result is that the certificate used for syslog connection is revoke,"<timestamp> <seq_num> 34146 WARN System-Management: Secure syslog connection reconnect due to CRL found revoked certificate,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34146
                                 WARN System-Management: Secure syslog connection reconnect due to CRL found revoked certificate, <log details>"
Internal Operations Diagnostics,34146,WARN,Secure syslog connection reconnect due to CRL found revoked certificate,CRL check result is that the certificate used for syslog connection is revoke,"<timestamp> <seq_num> 34146 WARN System-Management: Secure syslog connection reconnect due to CRL found revoked certificate,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34146
                                 WARN System-Management: Secure syslog connection reconnect due to CRL found revoked certificate, <log details>"
Internal Operations Diagnostics,34147,WARN,JGroups TLS Handshake Failed,JGroups TLS Handshake Failed,"<timestamp> <seq_num> 34147 WARN System-Management: JGroups TLS Handshake Failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34147
                                 WARN System-Management: JGroups TLS Handshake Failed, <log details>"
Internal Operations Diagnostics,34147,WARN,JGroups TLS Handshake Failed,JGroups TLS Handshake Failed,"<timestamp> <seq_num> 34147 WARN System-Management: JGroups TLS Handshake Failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34147
                                 WARN System-Management: JGroups TLS Handshake Failed, <log details>"
Internal Operations Diagnostics,34148,INFO,JGroups TLS Handshake Succeeded,JGroups TLS Handshake Succeeded,"<timestamp> <seq_num> 34148 INFO System-Management: JGroups TLS Handshake Succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34148
                                 INFO System-Management: JGroups TLS Handshake Succeeded, <log details>"
Internal Operations Diagnostics,34148,INFO,JGroups TLS Handshake Succeeded,JGroups TLS Handshake Succeeded,"<timestamp> <seq_num> 34148 INFO System-Management: JGroups TLS Handshake Succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34148
                                 INFO System-Management: JGroups TLS Handshake Succeeded, <log details>"
Internal Operations Diagnostics,34149,WARN,HTTPS TLS Handshake Failed,HTTPS TLS Handshake Failed,"<timestamp> <seq_num> 34149 WARN System-Management: HTTPS TLS Handshake Failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34149
                                 WARN System-Management: HTTPS TLS Handshake Failed, <log details>"
Internal Operations Diagnostics,34149,WARN,HTTPS TLS Handshake Failed,HTTPS TLS Handshake Failed,"<timestamp> <seq_num> 34149 WARN System-Management: HTTPS TLS Handshake Failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34149
                                 WARN System-Management: HTTPS TLS Handshake Failed, <log details>"
Internal Operations Diagnostics,34150,INFO,HTTPS TLS Handshake Succeeded,HTTPS TLS Handshake Succeeded,"<timestamp> <seq_num> 34150 INFO System-Management: HTTPS TLS Handshake Succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34150
                                 INFO System-Management: HTTPS TLS Handshake Succeeded, <log details>"
Internal Operations Diagnostics,34150,INFO,HTTPS TLS Handshake Succeeded,HTTPS TLS Handshake Succeeded,"<timestamp> <seq_num> 34150 INFO System-Management: HTTPS TLS Handshake Succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34150
                                 INFO System-Management: HTTPS TLS Handshake Succeeded, <log details>"
Internal Operations Diagnostics,34151,WARN,Certificate Validation Failed,Certificate Validation Failed,"<timestamp> <seq_num> 34151 WARN System-Management: Certificate Validation Failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34151
                                 WARN System-Management: Certificate Validation Failed, <log details>"
Internal Operations Diagnostics,34151,WARN,Certificate Validation Failed,Certificate Validation Failed,"<timestamp> <seq_num> 34151 WARN System-Management: Certificate Validation Failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34151
                                 WARN System-Management: Certificate Validation Failed, <log details>"
Internal Operations Diagnostics,34152,INFO,Certificate Validation Succeeded,Certificate Validation Succeeded,"<timestamp> <seq_num> 34152 INFO System-Management: Certificate Validation Succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34152
                                 INFO System-Management: Certificate Validation Succeeded, <log details>"
Internal Operations Diagnostics,34152,INFO,Certificate Validation Succeeded,Certificate Validation Succeeded,"<timestamp> <seq_num> 34152 INFO System-Management: Certificate Validation Succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34152
                                 INFO System-Management: Certificate Validation Succeeded, <log details>"
Internal Operations Diagnostics,34153,WARN,Secure LDAP ID Store Connecion Failed,Secure LDAP ID Store Connecion Failed,"<timestamp> <seq_num> 34153 WARN System-Management: Secure LDAP ID Store Connecion Failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34153
                                 WARN System-Management: Secure LDAP ID Store Connecion Failed, <log details>"
Internal Operations Diagnostics,34153,WARN,Secure LDAP ID Store Connecion Failed,Secure LDAP ID Store Connecion Failed,"<timestamp> <seq_num> 34153 WARN System-Management: Secure LDAP ID Store Connecion Failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34153
                                 WARN System-Management: Secure LDAP ID Store Connecion Failed, <log details>"
Internal Operations Diagnostics,34154,INFO,Secure LDAP ID Store Connecion Succeeded,Secure LDAP ID Store Connecion Succeeded,"<timestamp> <seq_num> 34154 INFO System-Management: Secure LDAP ID Store Connecion Succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34154
                                 INFO System-Management: Secure LDAP ID Store Connecion Succeeded, <log details>"
Internal Operations Diagnostics,34154,INFO,Secure LDAP ID Store Connecion Succeeded,Secure LDAP ID Store Connecion Succeeded,"<timestamp> <seq_num> 34154 INFO System-Management: Secure LDAP ID Store Connecion Succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34154
                                 INFO System-Management: Secure LDAP ID Store Connecion Succeeded, <log details>"
Internal Operations Diagnostics,34155,ERROR,Endpoint with the same Mac Address already exists,Endpoint with the same Mac Address already exists,"<timestamp> <seq_num> 34155 ERROR REST: Endpoint with the same Mac Address already exists, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34155
                                 ERROR REST: Endpoint with the same Mac Address already exists, <log details>"
Internal Operations Diagnostics,34155,ERROR,Endpoint with the same Mac Address already exists,Endpoint with the same Mac Address already exists,"<timestamp> <seq_num> 34155 ERROR REST: Endpoint with the same Mac Address already exists, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34155
                                 ERROR REST: Endpoint with the same Mac Address already exists, <log details>"
Internal Operations Diagnostics,34156,INFO,CARS Network configuration has been reset,CARS Network configuration has been reset,"<timestamp> <seq_num> 34156 INFO System-Management: CARS Network configuration has been reset, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34156
                                 INFO System-Management: CARS Network configuration has been reset, <log details>"
Internal Operations Diagnostics,34156,INFO,CARS Network configuration has been reset,CARS Network configuration has been reset,"<timestamp> <seq_num> 34156 INFO System-Management: CARS Network configuration has been reset, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34156
                                 INFO System-Management: CARS Network configuration has been reset, <log details>"
Internal Operations Diagnostics,34157,ERROR,Could not initialize EAP-TTLS,The EAP-TTLS module could not initialize and will be disabled.,"<timestamp> <seq_num> 34157 ERROR EAP: Could not initialize EAP-TTLS, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34157
                                 ERROR EAP: Could not initialize EAP-TTLS, <log details>"
Internal Operations Diagnostics,34157,ERROR,Could not initialize EAP-TTLS,The EAP-TTLS module could not initialize and will be disabled.,"<timestamp> <seq_num> 34157 ERROR EAP: Could not initialize EAP-TTLS, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34157
                                 ERROR EAP: Could not initialize EAP-TTLS, <log details>"
Internal Operations Diagnostics,34158,WARN,Could not initialize EAP-TTLS server-certificate,The EAP-TTLS module could not initialize the server-certificate because of a configuration problem.,"<timestamp> <seq_num> 34158 WARN EAP: Could not initialize EAP-TTLS server-certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34158
                                 WARN EAP: Could not initialize EAP-TTLS server-certificate, <log details>"
Internal Operations Diagnostics,34158,WARN,Could not initialize EAP-TTLS server-certificate,The EAP-TTLS module could not initialize the server-certificate because of a configuration problem.,"<timestamp> <seq_num> 34158 WARN EAP: Could not initialize EAP-TTLS server-certificate, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34158
                                 WARN EAP: Could not initialize EAP-TTLS server-certificate, <log details>"
Internal Operations Diagnostics,34159,INFO,LDAPS connection established successfully,LDAPS connection established successfully,"<timestamp> <seq_num> 34159 INFO System-Management: LDAPS connection established successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34159
                                 INFO System-Management: LDAPS connection established successfully, <log details>"
Internal Operations Diagnostics,34159,INFO,LDAPS connection established successfully,LDAPS connection established successfully,"<timestamp> <seq_num> 34159 INFO System-Management: LDAPS connection established successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34159
                                 INFO System-Management: LDAPS connection established successfully, <log details>"
